00010071,2026-01-29 14:46:39.457
00010073,2026-01-29 14:46:39.460
00010071,2026-01-29 14:46:39.461
00010073,2026-01-29 14:46:39.462
00010071,2026-01-29 14:46:39.707
00010071,2026-01-29 14:46:39.707
00010071,2026-01-29 14:46:39.708
00010071,2026-01-29 14:46:39.709
00010071,2026-01-29 14:46:39.956
00010071,2026-01-29 14:46:40.195
00010071,2026-01-29 14:46:40.196
00010071,2026-01-29 14:46:40.197
00010071,2026-01-29 14:46:40.456
00010071,2026-01-29 14:46:40.457
00010071,2026-01-29 14:46:40.457
00010071,2026-01-29 14:46:40.458
00010071,2026-01-29 14:46:40.696
00010073,2026-01-29 14:46:40.697
00010071,2026-01-29 14:46:40.698
00010073,2026-01-29 14:46:40.698
00010071,2026-01-29 14:46:40.956
00010071,2026-01-29 14:46:40.957
00010071,2026-01-29 14:46:41.197
00010073,2026-01-29 14:46:41.198
00010071,2026-01-29 14:46:41.199
00010073,2026-01-29 14:46:41.199
00010071,2026-01-29 14:46:41.200
00010073,2026-01-29 14:46:41.200
00010071,2026-01-29 14:46:41.201
00010073,2026-01-29 14:46:41.202
00010071,2026-01-29 14:46:41.446
00010071,2026-01-29 14:46:41.447
00010073,2026-01-29 14:46:41.448
00010071,2026-01-29 14:46:41.448
00010071,2026-01-29 14:46:41.449
00010073,2026-01-29 14:46:41.450
00010071,2026-01-29 14:46:41.705
00010073,2026-01-29 14:46:41.706
00010071,2026-01-29 14:46:41.708
00010073,2026-01-29 14:46:41.710
00010073,2026-01-29 14:46:41.711
00010071,2026-01-29 14:46:43.195
00010071,2026-01-29 14:46:43.447
00010077,2026-01-29 14:46:55.696
00010077,2026-01-29 14:46:55.946
00010077,2026-01-29 14:46:55.947
00010077,2026-01-29 14:46:57.946
00010077,2026-01-29 14:46:57.947
00010077,2026-01-29 14:46:57.948
00010077,2026-01-29 14:46:57.948
00010077,2026-01-29 14:46:57.949
00010077,2026-01-29 14:46:58.209
00010071,2026-01-29 14:47:06.198
00010071,2026-01-29 14:47:06.697
00010071,2026-01-29 14:47:06.698
00010071,2026-01-29 14:47:06.698
00010071,2026-01-29 14:47:06.947
00010071,2026-01-29 14:47:06.948
00010077,2026-01-29 14:47:06.949
00010071,2026-01-29 14:47:06.949
00010077,2026-01-29 14:47:06.950
00010071,2026-01-29 14:47:06.950
00010077,2026-01-29 14:47:06.951
00010071,2026-01-29 14:47:07.206
00010077,2026-01-29 14:47:07.207
00010071,2026-01-29 14:47:07.208
00010077,2026-01-29 14:47:07.209
00010071,2026-01-29 14:47:07.210
00010077,2026-01-29 14:47:07.211
00010071,2026-01-29 14:47:07.212
00010071,2026-01-29 14:47:07.448
00010071,2026-01-29 14:47:07.449
00010077,2026-01-29 14:47:07.451
00010071,2026-01-29 14:47:07.453
00010077,2026-01-29 14:47:07.454
00010071,2026-01-29 14:47:07.454
00010077,2026-01-29 14:47:07.454
00010071,2026-01-29 14:47:07.455
00010071,2026-01-29 14:47:07.697
00010071,2026-01-29 14:47:07.699
00010077,2026-01-29 14:47:07.701
00010071,2026-01-29 14:47:07.702
00010077,2026-01-29 14:47:07.702
00010071,2026-01-29 14:47:07.702
00010071,2026-01-29 14:47:07.960
00010071,2026-01-29 14:47:07.961
00010071,2026-01-29 14:47:07.961
00010071,2026-01-29 14:47:07.962
00010077,2026-01-29 14:47:07.962
00010071,2026-01-29 14:47:07.963
00010077,2026-01-29 14:47:07.964
00010071,2026-01-29 14:47:08.197
00010077,2026-01-29 14:47:08.198
00010071,2026-01-29 14:47:08.199
00010077,2026-01-29 14:47:08.200
00010071,2026-01-29 14:47:08.201
00010077,2026-01-29 14:47:08.202
00010071,2026-01-29 14:47:08.202
00010077,2026-01-29 14:47:08.203
00010071,2026-01-29 14:47:08.448
00010077,2026-01-29 14:47:08.448
00010071,2026-01-29 14:47:08.451
00010077,2026-01-29 14:47:08.453
00010071,2026-01-29 14:47:08.453
00010077,2026-01-29 14:47:08.454
00010071,2026-01-29 14:47:08.454
00010077,2026-01-29 14:47:08.455
00010071,2026-01-29 14:47:08.455
00010077,2026-01-29 14:47:08.460
00010071,2026-01-29 14:47:08.697
00010077,2026-01-29 14:47:08.698
00010071,2026-01-29 14:47:08.700
00010077,2026-01-29 14:47:08.702
00010071,2026-01-29 14:47:08.703
00010071,2026-01-29 14:47:08.704
00010077,2026-01-29 14:47:08.704
00010071,2026-01-29 14:47:08.704
00010077,2026-01-29 14:47:08.705
00010071,2026-01-29 14:47:08.950
00010071,2026-01-29 14:47:08.951
00010071,2026-01-29 14:47:08.953
00010077,2026-01-29 14:47:08.955
00010071,2026-01-29 14:47:08.956
00010077,2026-01-29 14:47:08.957
00010071,2026-01-29 14:47:09.198
00010071,2026-01-29 14:47:09.200
00010071,2026-01-29 14:47:09.202
00010071,2026-01-29 14:47:09.205
00010071,2026-01-29 14:47:09.207
00010071,2026-01-29 14:47:09.208
00010071,2026-01-29 14:47:09.447
00010077,2026-01-29 14:47:15.956
00010077,2026-01-29 14:47:15.956
00010077,2026-01-29 14:47:15.957
00010077,2026-01-29 14:47:15.957
00010077,2026-01-29 14:47:15.958
00010077,2026-01-29 14:47:16.196
00010077,2026-01-29 14:47:16.197
00010077,2026-01-29 14:47:16.198
00010077,2026-01-29 14:47:16.445
